32847338541,1
32698661205,1
32856124328,1
32750769668,1
32846987742,1
32845354223,1
32859839012,1
32801019279,1
32815218251,1
32762717349,1
32849171355,1
32829103968,1
32794908057,1
32842074240,1
32764396407,1
32840206862,1
32857492863,1
32849616086,1
32753437427,1
32736421385,1
32667277283,1
32734739448,1
32834874988,1
32806533423,1
32701291500,1
32830073639,1
32643790389,1
32842076034,1
32807092159,1
32820705324,1
32870559721,1
32837023645,1
32847882555,1
32795183605,1
32844179971,1
32610097823,1
32808902952,1
32851429531,1
32851833157,1
32842389766,1
32854210508,1
32699668420,1
32833302671,1
32850217845,1
32676776746,1
32823523890,1
32842824036,1
32636322825,1
32842824036,1
32636322825,1
32668102569,1
32817529264,1
32855601912,1
32794852428,1
32844218098,1
32736421385,1
32844069690,1
32807891063,1
32841539156,1
32838619005,1
32766727170,1
32829005414,1
32792250751,1
32840162211,1
32840744978,1
32794230556,1
32806756442,1
32812182370,1
32760776264,1
32732710788,1
32791874494,1
32845588405,1
32837126660,1
32835338761,1
32843484933,1
32848489210,1
32848756037,1
32852675470,1
32809919882,1
32791962671,1
32825150001,1
32829694295,1
32851247853,1
1000004628145,1
32831590566,1
32854465725,1
32510846957,1
32822616530,1
32825979647,1
32854068106,1
32693909245,1
32813917875,1
32844910526,1
32833984938,1
32822595061,1
32838486274,1
32693909245,1
32813917875,1
32844910526,1
32833984938,1
32822595061,1
32838486274,1
32731195692,1
32859921773,1
32842492126,1
32718652144,1
32834085623,1
32835170151,1
32754089216,1
32827842699,1
32762951445,1
32869139536,1
32847105522,1
32822814175,1
32822893003,1
32813736354,1
32823840104,1
32842860688,1
32852811700,1
32829103968,1
32846970691,1
32836738378,1
32845390490,1
32699692213,1
32856630439,1
32851574579,1
32773277158,1
32317482690,1
32836222069,1
32836587424,1
32825835105,1
32843956151,1
32807751832,1
32830726843,1
32818411286,1
32736421385,1
32845248695,1
32845330098,1
32839560844,1
32842030002,1
32849106703,1
32849491792,1
32824696483,1
32855804392,1
32843160994,1
32841105139,1
2001946795,1
32862226348,1
32821656141,1
845535071,1
32807347728,1
32643790389,1
32698802538,1
32697412612,1
32851927760,1
32855507005,1
2041388817,1
32801348484,1
32826251591,1
32851833157,1
32834447329,1
32851961627,1
32802337526,1
32732710788,1
32753437427,1
32851247853,1
32553668210,1
32829541442,1
32796343703,1
32853612474,1
32766727170,1
32844984140,1
32760842499,1
32843533113,1
32806313923,1
32749340275,1
32818093489,1
845518712,1
32807092159,1
32801643019,1
32808212429,1
32738738786,1
32797336792,1
32828555585,1
32833302671,1
32800677814,1
32822616530,1
32795568747,1
32799762525,1
32839437644,1
32834361808,1
32822052071,1
32816468367,1
32826251591,1
32865000081,1
32818093489,1
32843533113,1
1000004949195,1
32795420079,1
32863210632,1
32798516897,1
32806796105,1
32851521447,1
32831365706,1
32852493997,1
32822560180,1
32868631653,1
32873180270,1
32841105139,1
32794896302,1
32808562602,1
32860576976,1
32843873752,1
32814194544,1
32851462045,1
32848515170,1
32655616275,1
32848696091,1
32853832036,1
32869957048,1
32818744542,1
32792312460,1
32777426889,1
32812553107,1
32840653946,1
32846317165,1
32794636552,1
32846124151,1
32781526436,1
32845381832,1
32656690770,1
32732553829,1
32843737237,1
32821382214,1
32811489450,1
32826128209,1
32825365705,1
32855032768,1
32820873019,1
32853242728,1
32862602112,1
32862575088,1
32822303413,1
32814445193,1
32859415384,1
32844585473,1
32841799637,1
32843465225,1
32835364926,1
32865156589,1
32857429496,1
32864170296,1
32849762939,1
32738772428,1
32774125960,1
32859446885,1
32801699816,1
32800284515,1
32828418645,1
32651378351,1
32734228279,1
32833961622,1
32861151709,1
32859397311,1
32771200130,1
32826971570,1
32825092285,1
32680048109,1
32834384025,1
32818236030,1
32869390234,1
32739804019,1
32855248378,1
32801046569,1
32838025075,1
32848664314,1
32852891153,1
32801348484,1
32749340275,1
32864551042,1
32844110748,1
32832551725,1
32802224227,1
32760842499,1
32853218434,1
32858094249,1
32851312053,1
32855041133,1
32465551567,1
32760898032,1
32760776264,1
32794194526,1
851674655,1
32855727960,1
32683408157,1
32597013001,1
32817888318,1
32694109623,1
32829005414,1
32854068106,1
32815939046,1
32784853461,1
32748107117,1
32846390721,1
32808170089,1
32762652035,1
32851156456,1
32676776746,1
32845214443,1
32772594977,1
32842908304,1
32847105522,1
32814683148,1
32833423874,1
32761933352,1
32643750323,1
32822903076,1
32810203336,1
32835338761,1
32833150233,1
32698495859,1
32845381832,1
32841799637,1
32848515170,1
32759288663,1
32844693687,1
32822303413,1
1000004628145,1
32812225321,1
32792984700,1
32847723357,1
32678070677,1
32813736354,1
32769151612,1
32825294714,1
32843484933,1
32843160994,1
32824536487,1
845640451,1
32861379951,1
2041388817,1
32803710375,1
32789733619,1
32872927894,1
32822303413,1
32678070677,1
32770969372,1
32808202598,1
32799809754,1
32867527764,1
32854441305,1
32809389316,1
32857851123,1
32853873252,1
32837850201,1
32846124151,1
32861039083,1
32872052743,1
32823357916,1
32788792319,1
32796800887,1
1530260135,1
32834447329,1
32858614587,1
32854017036,1
32811489450,1
32871975485,1
32872800723,1
32860043989,1
32870775429,1
32840653946,1
32798516897,1
32830443346,1
32846114689,1
32861851459,1
32863564042,1
32808791822,1
32831824876,1
32821117423,1
32853115134,1
32856187089,1
32871162616,1
32874231047,1
32864967579,1
32861851459,1
32840674478,1
32834384026,1
32371667001,1
32792000558,1
32851738891,1
32750587171,1
32829717973,1
32827879679,1
32818261033,1
32663044557,1
32819956418,1
32540830465,1
32853115134,1
32788757659,1
32792553239,1
32793375209,1
32818936060,1
32871975485,1
32838974864,1
32806974540,1
32844768969,1
32828243903,1
32840502522,1
32807805704,1
32791527625,1
32817437359,1
32698022280,1
32792032249,1
32820586035,1
32861151709,1
32837850201,1
32856333852,1
32669249411,1
32835170151,1
32786850201,1
32827534945,1
32703023806,1
32851462045,1
32811994678,1
32848604889,1
32817646958,1
32643790389,1
32550824446,1
32814604602,1
32836588495,1
32814336029,1
32758772719,1
32834384026,1
32811450390,1
32853162173,1
32792000558,1
32849106703,1
32809808457,1
32851738891,1
32788757659,1
32829717973,1
32827879679,1
32818261033,1
32831930236,1
32819956418,1
32823661234,1
32853115134,1
32792553239,1
32793375209,1
32818936060,1
32871975485,1
32825835105,1
32838974864,1
32833342085,1
32655616275,1
32839237848,1
32856475634,1
32844768969,1
